province_0405_th,NAME_1,Year,Value,Measure
จังหวัดชุมพร,Chumphon,2014,0.96,Ticket_MB
จังหวัดเชียงราย,Chiang Rai,2014,1.12,Ticket_MB
จังหวัดเชียงใหม่,Chiang Mai,2014,1.26,Ticket_MB
จังหวัดตรัง,Trang,2014,1.07,Ticket_MB
จังหวัดตราด,Trat,2014,1.23,Ticket_MB
จังหวัดตาก,Tak,2014,1.1,Ticket_MB
จังหวัดนครนายก,Nakhon Nayok,2014,0.94,Ticket_MB
จังหวัดนครปฐม,Nakhon Pathom,2014,1.1,Ticket_MB
จังหวัดนครพนม,Nakhon Phanom,2014,1.08,Ticket_MB
จังหวัดนครราชสีมา,Nakhon Ratchasima,2014,1.18,Ticket_MB
จังหวัดนครศรีธรรมราช,Nakhon Si Thammarat,2014,0.96,Ticket_MB
จังหวัดนครสวรรค์,Nakhon Sawan,2014,1.12,Ticket_MB
จังหวัดนนทบุรี,Nonthaburi,2014,1.4,Ticket_MB
จังหวัดนราธิวาส,Narathiwat,2014,1.04,Ticket_MB
จังหวัดน่าน,Nan,2014,0.93,Ticket_MB
จังหวัดบึงกาฬ,Bueng Kan,2014,1.54,Ticket_MB
จังหวัดบุรีรัมย์,Buri Ram,2014,1.22,Ticket_MB
จังหวัดปทุมธานี,Pathum Thani,2014,1.14,Ticket_MB
จังหวัดประจวบคีรีขันธ์,Prachuap Khiri Khan,2014,1.23,Ticket_MB
จังหวัดปราจีนบุรี,Prachin Buri,2014,0.7,Ticket_MB
จังหวัดปัตตานี,Pattani,2014,1.11,Ticket_MB
จังหวัดพระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,2014,0.87,Ticket_MB
จังหวัดพะเยา,Phayao,2014,1.1,Ticket_MB
จังหวัดพังงา,Phangnga,2014,1.42,Ticket_MB
จังหวัดพัทลุง,Phatthalung,2014,1.2,Ticket_MB
จังหวัดพิจิตร,Phichit,2014,0.95,Ticket_MB
จังหวัดพิษณุโลก,Phitsanulok,2014,1.25,Ticket_MB
จังหวัดเพชรบุรี,Phetchaburi,2014,1.18,Ticket_MB
จังหวัดเพชรบูรณ์,Phetchabun,2014,0.87,Ticket_MB
จังหวัดแพร่,Phrae,2014,0.81,Ticket_MB
จังหวัดภูเก็ต,Phuket,2014,1.53,Ticket_MB
จังหวัดมหาสารคาม,Maha Sarakham,2014,1.02,Ticket_MB
จังหวัดมุกดาหาร,Mukdahan,2014,1.09,Ticket_MB
จังหวัดแม่ฮ่องสอน,Mae Hong Son,2014,1.18,Ticket_MB
จังหวัดยโสธร,Yasothon,2014,1.04,Ticket_MB
จังหวัดยะลา,Yala,2014,1.08,Ticket_MB
จังหวัดร้อยเอ็ด,Roi Et,2014,1.02,Ticket_MB
จังหวัดระนอง,Ranong,2014,1.09,Ticket_MB
จังหวัดระยอง,Rayong,2014,1.13,Ticket_MB
จังหวัดราชบุรี,Ratchaburi,2014,1.06,Ticket_MB
จังหวัดลพบุรี,Lop Buri,2014,0.81,Ticket_MB
จังหวัดลำปาง,Lampang,2014,0.83,Ticket_MB
จังหวัดลำพูน,Lamphun,2014,0.87,Ticket_MB
จังหวัดเลย,Loei,2014,0.79,Ticket_MB
จังหวัดศรีสะเกษ,Si Sa Ket,2014,0.93,Ticket_MB
จังหวัดสกลนคร,Sakon Nakhon,2014,1.19,Ticket_MB
จังหวัดสงขลา,Songkhla,2014,1.16,Ticket_MB
จังหวัดสตูล,Satun,2014,1.04,Ticket_MB
จังหวัดสมุทรปราการ,Samut Prakan,2014,1.28,Ticket_MB
จังหวัดสมุทรสงคราม,Samut Songkhram,2014,1.05,Ticket_MB
จังหวัดสมุทรสาคร,Samut Sakhon,2014,1.26,Ticket_MB
จังหวัดสระแก้ว,Sa Kaeo,2014,1.16,Ticket_MB
จังหวัดสระบุรี,Saraburi,2014,0.88,Ticket_MB
จังหวัดสิงห์บุรี,Sing Buri,2014,0.8,Ticket_MB
จังหวัดสุโขทัย,Sukhothai,2014,1.04,Ticket_MB
จังหวัดสุพรรณบุรี,Suphan Buri,2014,1.09,Ticket_MB
จังหวัดสุราษฎร์ธานี,Surat Thani,2014,1.19,Ticket_MB
จังหวัดสุรินทร์,Surin,2014,1.2,Ticket_MB
จังหวัดหนองคาย,Nong Khai,2014,1.22,Ticket_MB
จังหวัดหนองบัวลำภู,Nong Bua Lam Phu,2014,1.25,Ticket_MB
จังหวัดอ่างทอง,Ang Thong,2014,0.86,Ticket_MB
จังหวัดอำนาจเจริญ,Amnat Charoen,2014,0.99,Ticket_MB
จังหวัดอุดรธานี,Udon Thani,2014,1.12,Ticket_MB
จังหวัดอุตรดิตถ์,Uttaradit,2014,0.94,Ticket_MB
จังหวัดอุทัยธานี,Uthai Thani,2014,0.93,Ticket_MB
จังหวัดอุบลราชธานี,Ubon Ratchathani,2014,1.24,Ticket_MB
จังหวัดกระบี่,Krabi,2015Q3,1.57,Ticket_MB
จังหวัดกรุงเทพมหานคร,Bangkok Metropolis,2015Q3,1.47,Ticket_MB
จังหวัดกาญจนบุรี,Kanchanaburi,2015Q3,1.07,Ticket_MB
จังหวัดกาฬสินธุ์,Kalasin,2015Q3,1.13,Ticket_MB
จังหวัดกำแพงเพชร,Kamphaeng Phet,2015Q3,1.16,Ticket_MB
จังหวัดขอนแก่น,Khon Kaen,2015Q3,1.34,Ticket_MB
จังหวัดจันทบุรี,Chanthaburi,2015Q3,1.27,Ticket_MB
จังหวัดฉะเชิงเทรา,Chachoengsao,2015Q3,1.11,Ticket_MB
จังหวัดชลบุรี,Chon Buri,2015Q3,1.23,Ticket_MB
จังหวัดชัยนาท,Chai Nat,2015Q3,1.07,Ticket_MB
จังหวัดชัยภูมิ,Chaiyaphum,2015Q3,0.96,Ticket_MB
จังหวัดชุมพร,Chumphon,2015Q3,1.04,Ticket_MB
จังหวัดเชียงราย,Chiang Rai,2015Q3,1.23,Ticket_MB
จังหวัดเชียงใหม่,Chiang Mai,2015Q3,1.38,Ticket_MB
จังหวัดตรัง,Trang,2015Q3,1.22,Ticket_MB
จังหวัดตราด,Trat,2015Q3,1.32,Ticket_MB
จังหวัดตาก,Tak,2015Q3,1.2,Ticket_MB
จังหวัดนครนายก,Nakhon Nayok,2015Q3,1.04,Ticket_MB
จังหวัดนครปฐม,Nakhon Pathom,2015Q3,1.22,Ticket_MB
จังหวัดนครพนม,Nakhon Phanom,2015Q3,1.21,Ticket_MB
จังหวัดนครราชสีมา,Nakhon Ratchasima,2015Q3,1.29,Ticket_MB
จังหวัดนครศรีธรรมราช,Nakhon Si Thammarat,2015Q3,1.11,Ticket_MB
จังหวัดนครสวรรค์,Nakhon Sawan,2015Q3,1.2,Ticket_MB
จังหวัดนนทบุรี,Nonthaburi,2015Q3,1.5,Ticket_MB
จังหวัดนราธิวาส,Narathiwat,2015Q3,1.14,Ticket_MB
จังหวัดน่าน,Nan,2015Q3,1.05,Ticket_MB
จังหวัดบึงกาฬ,Bueng Kan,2015Q3,1.68,Ticket_MB
จังหวัดบุรีรัมย์,Buri Ram,2015Q3,1.35,Ticket_MB
จังหวัดปทุมธานี,Pathum Thani,2015Q3,1.25,Ticket_MB
จังหวัดประจวบคีรีขันธ์,Prachuap Khiri Khan,2015Q3,1.35,Ticket_MB
จังหวัดปราจีนบุรี,Prachin Buri,2015Q3,0.84,Ticket_MB
จังหวัดปัตตานี,Pattani,2015Q3,1.16,Ticket_MB
จังหวัดพระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,2015Q3,0.96,Ticket_MB
จังหวัดพะเยา,Phayao,2015Q3,1.2,Ticket_MB
จังหวัดพังงา,Phangnga,2015Q3,1.52,Ticket_MB
จังหวัดพัทลุง,Phatthalung,2015Q3,1.32,Ticket_MB
จังหวัดพิจิตร,Phichit,2015Q3,1.03,Ticket_MB
จังหวัดพิษณุโลก,Phitsanulok,2015Q3,1.31,Ticket_MB
จังหวัดเพชรบุรี,Phetchaburi,2015Q3,1.26,Ticket_MB
จังหวัดเพชรบูรณ์,Phetchabun,2015Q3,0.92,Ticket_MB
จังหวัดแพร่,Phrae,2015Q3,0.91,Ticket_MB
จังหวัดภูเก็ต,Phuket,2015Q3,1.7,Ticket_MB
จังหวัดมหาสารคาม,Maha Sarakham,2015Q3,1.18,Ticket_MB
จังหวัดมุกดาหาร,Mukdahan,2015Q3,1.27,Ticket_MB
จังหวัดแม่ฮ่องสอน,Mae Hong Son,2015Q3,1.24,Ticket_MB
จังหวัดยโสธร,Yasothon,2015Q3,1.16,Ticket_MB
จังหวัดยะลา,Yala,2015Q3,1.08,Ticket_MB
จังหวัดร้อยเอ็ด,Roi Et,2015Q3,1.2,Ticket_MB
จังหวัดระนอง,Ranong,2015Q3,1.16,Ticket_MB
จังหวัดระยอง,Rayong,2015Q3,1.24,Ticket_MB
จังหวัดราชบุรี,Ratchaburi,2015Q3,1.15,Ticket_MB
จังหวัดลพบุรี,Lop Buri,2015Q3,0.88,Ticket_MB
จังหวัดลำปาง,Lampang,2015Q3,0.93,Ticket_MB
จังหวัดลำพูน,Lamphun,2015Q3,0.98,Ticket_MB
จังหวัดเลย,Loei,2015Q3,0.95,Ticket_MB
จังหวัดศรีสะเกษ,Si Sa Ket,2015Q3,1.03,Ticket_MB
จังหวัดสกลนคร,Sakon Nakhon,2015Q3,1.32,Ticket_MB
จังหวัดสงขลา,Songkhla,2015Q3,1.26,Ticket_MB
จังหวัดสตูล,Satun,2015Q3,1.15,Ticket_MB
จังหวัดสมุทรปราการ,Samut Prakan,2015Q3,1.35,Ticket_MB
จังหวัดสมุทรสงคราม,Samut Songkhram,2015Q3,1.12,Ticket_MB
จังหวัดสมุทรสาคร,Samut Sakhon,2015Q3,1.34,Ticket_MB
จังหวัดสระแก้ว,Sa Kaeo,2015Q3,1.28,Ticket_MB
จังหวัดสระบุรี,Saraburi,2015Q3,0.98,Ticket_MB
จังหวัดสิงห์บุรี,Sing Buri,2015Q3,0.89,Ticket_MB
จังหวัดสุโขทัย,Sukhothai,2015Q3,1.12,Ticket_MB
จังหวัดสุพรรณบุรี,Suphan Buri,2015Q3,1.16,Ticket_MB
จังหวัดสุราษฎร์ธานี,Surat Thani,2015Q3,1.31,Ticket_MB
จังหวัดสุรินทร์,Surin,2015Q3,1.31,Ticket_MB
จังหวัดหนองคาย,Nong Khai,2015Q3,1.3,Ticket_MB
จังหวัดหนองบัวลำภู,Nong Bua Lam Phu,2015Q3,1.36,Ticket_MB
จังหวัดอ่างทอง,Ang Thong,2015Q3,0.89,Ticket_MB
จังหวัดอำนาจเจริญ,Amnat Charoen,2015Q3,1.1,Ticket_MB
จังหวัดอุดรธานี,Udon Thani,2015Q3,1.22,Ticket_MB
จังหวัดอุตรดิตถ์,Uttaradit,2015Q3,0.98,Ticket_MB
จังหวัดอุทัยธานี,Uthai Thani,2015Q3,0.99,Ticket_MB
จังหวัดอุบลราชธานี,Ubon Ratchathani,2015Q3,1.38,Ticket_MB
จังหวัดกระบี่,Krabi,2015,1.57,Ticket_MB
จังหวัดกรุงเทพมหานคร,Bangkok Metropolis,2015,1.49,Ticket_MB
จังหวัดกาญจนบุรี,Kanchanaburi,2015,1.09,Ticket_MB
จังหวัดกาฬสินธุ์,Kalasin,2015,1.12,Ticket_MB
จังหวัดกำแพงเพชร,Kamphaeng Phet,2015,1.16,Ticket_MB
จังหวัดขอนแก่น,Khon Kaen,2015,1.35,Ticket_MB
จังหวัดจันทบุรี,Chanthaburi,2015,1.27,Ticket_MB
จังหวัดฉะเชิงเทรา,Chachoengsao,2015,1.11,Ticket_MB
จังหวัดชลบุรี,Chon Buri,2015,1.23,Ticket_MB
จังหวัดชัยนาท,Chai Nat,2015,1.1,Ticket_MB
จังหวัดชัยภูมิ,Chaiyaphum,2015,0.97,Ticket_MB
จังหวัดชุมพร,Chumphon,2015,1.04,Ticket_MB
จังหวัดเชียงราย,Chiang Rai,2015,1.24,Ticket_MB
จังหวัดเชียงใหม่,Chiang Mai,2015,1.38,Ticket_MB
จังหวัดตรัง,Trang,2015,1.21,Ticket_MB
จังหวัดตราด,Trat,2015,1.34,Ticket_MB
จังหวัดตาก,Tak,2015,1.22,Ticket_MB
จังหวัดนครนายก,Nakhon Nayok,2015,1.06,Ticket_MB
จังหวัดนครปฐม,Nakhon Pathom,2015,1.23,Ticket_MB
จังหวัดนครพนม,Nakhon Phanom,2015,1.2,Ticket_MB
จังหวัดนครราชสีมา,Nakhon Ratchasima,2015,1.3,Ticket_MB
จังหวัดนครศรีธรรมราช,Nakhon Si Thammarat,2015,1.12,Ticket_MB
จังหวัดนครสวรรค์,Nakhon Sawan,2015,1.22,Ticket_MB
จังหวัดนนทบุรี,Nonthaburi,2015,1.53,Ticket_MB
จังหวัดนราธิวาส,Narathiwat,2015,1.14,Ticket_MB
จังหวัดน่าน,Nan,2015,1.07,Ticket_MB
จังหวัดบึงกาฬ,Bueng Kan,2015,1.67,Ticket_MB
จังหวัดบุรีรัมย์,Buri Ram,2015,1.36,Ticket_MB
จังหวัดปทุมธานี,Pathum Thani,2015,1.25,Ticket_MB
จังหวัดประจวบคีรีขันธ์,Prachuap Khiri Khan,2015,1.35,Ticket_MB
จังหวัดปราจีนบุรี,Prachin Buri,2015,0.85,Ticket_MB
จังหวัดปัตตานี,Pattani,2015,1.14,Ticket_MB
จังหวัดพระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,2015,0.96,Ticket_MB
จังหวัดพะเยา,Phayao,2015,1.2,Ticket_MB
จังหวัดพังงา,Phangnga,2015,1.53,Ticket_MB
จังหวัดพัทลุง,Phatthalung,2015,1.31,Ticket_MB
จังหวัดพิจิตร,Phichit,2015,1.04,Ticket_MB
จังหวัดพิษณุโลก,Phitsanulok,2015,1.32,Ticket_MB
จังหวัดเพชรบุรี,Phetchaburi,2015,1.27,Ticket_MB
จังหวัดเพชรบูรณ์,Phetchabun,2015,0.93,Ticket_MB
จังหวัดแพร่,Phrae,2015,0.91,Ticket_MB
จังหวัดภูเก็ต,Phuket,2015,1.69,Ticket_MB
จังหวัดมหาสารคาม,Maha Sarakham,2015,1.19,Ticket_MB
จังหวัดมุกดาหาร,Mukdahan,2015,1.29,Ticket_MB
จังหวัดแม่ฮ่องสอน,Mae Hong Son,2015,1.22,Ticket_MB
จังหวัดยโสธร,Yasothon,2015,1.17,Ticket_MB
จังหวัดยะลา,Yala,2015,1.07,Ticket_MB
จังหวัดร้อยเอ็ด,Roi Et,2015,1.22,Ticket_MB
จังหวัดระนอง,Ranong,2015,1.16,Ticket_MB
จังหวัดระยอง,Rayong,2015,1.24,Ticket_MB
จังหวัดราชบุรี,Ratchaburi,2015,1.16,Ticket_MB
จังหวัดลพบุรี,Lop Buri,2015,0.9,Ticket_MB
จังหวัดลำปาง,Lampang,2015,0.93,Ticket_MB
จังหวัดลำพูน,Lamphun,2015,1,Ticket_MB
จังหวัดเลย,Loei,2015,0.95,Ticket_MB
จังหวัดศรีสะเกษ,Si Sa Ket,2015,1.02,Ticket_MB
จังหวัดสกลนคร,Sakon Nakhon,2015,1.32,Ticket_MB
จังหวัดสงขลา,Songkhla,2015,1.25,Ticket_MB
จังหวัดสตูล,Satun,2015,1.14,Ticket_MB
จังหวัดสมุทรปราการ,Samut Prakan,2015,1.37,Ticket_MB
จังหวัดสมุทรสงคราม,Samut Songkhram,2015,1.12,Ticket_MB
จังหวัดสมุทรสาคร,Samut Sakhon,2015,1.35,Ticket_MB
จังหวัดสระแก้ว,Sa Kaeo,2015,1.29,Ticket_MB
จังหวัดสระบุรี,Saraburi,2015,0.99,Ticket_MB
จังหวัดสิงห์บุรี,Sing Buri,2015,0.88,Ticket_MB
จังหวัดสุโขทัย,Sukhothai,2015,1.11,Ticket_MB
จังหวัดสุพรรณบุรี,Suphan Buri,2015,1.19,Ticket_MB
จังหวัดสุราษฎร์ธานี,Surat Thani,2015,1.31,Ticket_MB
จังหวัดสุรินทร์,Surin,2015,1.27,Ticket_MB
จังหวัดหนองคาย,Nong Khai,2015,1.29,Ticket_MB
จังหวัดหนองบัวลำภู,Nong Bua Lam Phu,2015,1.35,Ticket_MB
จังหวัดอ่างทอง,Ang Thong,2015,0.9,Ticket_MB
จังหวัดอำนาจเจริญ,Amnat Charoen,2015,1.14,Ticket_MB
จังหวัดอุดรธานี,Udon Thani,2015,1.23,Ticket_MB
จังหวัดอุตรดิตถ์,Uttaradit,2015,0.99,Ticket_MB
จังหวัดอุทัยธานี,Uthai Thani,2015,0.99,Ticket_MB
จังหวัดอุบลราชธานี,Ubon Ratchathani,2015,1.39,Ticket_MB
จังหวัดกระบี่,Krabi,2016Q3,1.56,Ticket_MB
จังหวัดกรุงเทพมหานคร,Bangkok Metropolis,2016Q3,1.5,Ticket_MB
จังหวัดกาญจนบุรี,Kanchanaburi,2016Q3,1.13,Ticket_MB
จังหวัดกาฬสินธุ์,Kalasin,2016Q3,1.13,Ticket_MB
จังหวัดกำแพงเพชร,Kamphaeng Phet,2016Q3,1.13,Ticket_MB
จังหวัดขอนแก่น,Khon Kaen,2016Q3,1.34,Ticket_MB
จังหวัดจันทบุรี,Chanthaburi,2016Q3,1.27,Ticket_MB
จังหวัดฉะเชิงเทรา,Chachoengsao,2016Q3,1.14,Ticket_MB
จังหวัดชลบุรี,Chon Buri,2016Q3,1.23,Ticket_MB
จังหวัดชัยนาท,Chai Nat,2016Q3,1.12,Ticket_MB
จังหวัดชัยภูมิ,Chaiyaphum,2016Q3,0.98,Ticket_MB
จังหวัดชุมพร,Chumphon,2016Q3,1.04,Ticket_MB
จังหวัดเชียงราย,Chiang Rai,2016Q3,1.23,Ticket_MB
จังหวัดเชียงใหม่,Chiang Mai,2016Q3,1.4,Ticket_MB
จังหวัดตรัง,Trang,2016Q3,1.22,Ticket_MB
จังหวัดตราด,Trat,2016Q3,1.37,Ticket_MB
จังหวัดตาก,Tak,2016Q3,1.24,Ticket_MB
จังหวัดนครนายก,Nakhon Nayok,2016Q3,1.06,Ticket_MB
จังหวัดนครปฐม,Nakhon Pathom,2016Q3,1.25,Ticket_MB
จังหวัดนครพนม,Nakhon Phanom,2016Q3,1.18,Ticket_MB
จังหวัดนครราชสีมา,Nakhon Ratchasima,2016Q3,1.29,Ticket_MB
จังหวัดนครศรีธรรมราช,Nakhon Si Thammarat,2016Q3,1.11,Ticket_MB
จังหวัดนครสวรรค์,Nakhon Sawan,2016Q3,1.21,Ticket_MB
จังหวัดนนทบุรี,Nonthaburi,2016Q3,1.56,Ticket_MB
จังหวัดนราธิวาส,Narathiwat,2016Q3,1.17,Ticket_MB
จังหวัดน่าน,Nan,2016Q3,1.1,Ticket_MB
จังหวัดบึงกาฬ,Bueng Kan,2016Q3,1.64,Ticket_MB
จังหวัดบุรีรัมย์,Buri Ram,2016Q3,1.37,Ticket_MB
จังหวัดปทุมธานี,Pathum Thani,2016Q3,1.25,Ticket_MB
จังหวัดประจวบคีรีขันธ์,Prachuap Khiri Khan,2016Q3,1.34,Ticket_MB
จังหวัดปราจีนบุรี,Prachin Buri,2016Q3,0.9,Ticket_MB
จังหวัดปัตตานี,Pattani,2016Q3,1.15,Ticket_MB
จังหวัดพระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,2016Q3,0.98,Ticket_MB
จังหวัดพะเยา,Phayao,2016Q3,1.15,Ticket_MB
จังหวัดพังงา,Phangnga,2016Q3,1.49,Ticket_MB
จังหวัดพัทลุง,Phatthalung,2016Q3,1.26,Ticket_MB
จังหวัดพิจิตร,Phichit,2016Q3,1.04,Ticket_MB
จังหวัดพิษณุโลก,Phitsanulok,2016Q3,1.31,Ticket_MB
จังหวัดเพชรบุรี,Phetchaburi,2016Q3,1.27,Ticket_MB
จังหวัดเพชรบูรณ์,Phetchabun,2016Q3,0.96,Ticket_MB
จังหวัดแพร่,Phrae,2016Q3,0.95,Ticket_MB
จังหวัดภูเก็ต,Phuket,2016Q3,1.67,Ticket_MB
จังหวัดมหาสารคาม,Maha Sarakham,2016Q3,1.2,Ticket_MB
จังหวัดมุกดาหาร,Mukdahan,2016Q3,1.31,Ticket_MB
จังหวัดแม่ฮ่องสอน,Mae Hong Son,2016Q3,1.34,Ticket_MB
จังหวัดยโสธร,Yasothon,2016Q3,1.2,Ticket_MB
จังหวัดยะลา,Yala,2016Q3,1.05,Ticket_MB
จังหวัดร้อยเอ็ด,Roi Et,2016Q3,1.25,Ticket_MB
จังหวัดระนอง,Ranong,2016Q3,1.18,Ticket_MB
จังหวัดระยอง,Rayong,2016Q3,1.26,Ticket_MB
จังหวัดราชบุรี,Ratchaburi,2016Q3,1.16,Ticket_MB
จังหวัดลพบุรี,Lop Buri,2016Q3,0.92,Ticket_MB
จังหวัดลำปาง,Lampang,2016Q3,0.96,Ticket_MB
จังหวัดลำพูน,Lamphun,2016Q3,1.04,Ticket_MB
จังหวัดเลย,Loei,2016Q3,0.96,Ticket_MB
จังหวัดศรีสะเกษ,Si Sa Ket,2016Q3,1.05,Ticket_MB
จังหวัดสกลนคร,Sakon Nakhon,2016Q3,1.29,Ticket_MB
จังหวัดสงขลา,Songkhla,2016Q3,1.25,Ticket_MB
จังหวัดสตูล,Satun,2016Q3,1.15,Ticket_MB
จังหวัดสมุทรปราการ,Samut Prakan,2016Q3,1.38,Ticket_MB
จังหวัดสมุทรสงคราม,Samut Songkhram,2016Q3,1.14,Ticket_MB
จังหวัดสมุทรสาคร,Samut Sakhon,2016Q3,1.35,Ticket_MB
จังหวัดสระแก้ว,Sa Kaeo,2016Q3,1.34,Ticket_MB
จังหวัดสระบุรี,Saraburi,2016Q3,1.01,Ticket_MB
จังหวัดสิงห์บุรี,Sing Buri,2016Q3,0.92,Ticket_MB
จังหวัดสุโขทัย,Sukhothai,2016Q3,1.12,Ticket_MB
จังหวัดสุพรรณบุรี,Suphan Buri,2016Q3,1.21,Ticket_MB
จังหวัดสุราษฎร์ธานี,Surat Thani,2016Q3,1.29,Ticket_MB
จังหวัดสุรินทร์,Surin,2016Q3,1.27,Ticket_MB
จังหวัดหนองคาย,Nong Khai,2016Q3,1.31,Ticket_MB
จังหวัดหนองบัวลำภู,Nong Bua Lam Phu,2016Q3,1.33,Ticket_MB
จังหวัดอ่างทอง,Ang Thong,2016Q3,0.89,Ticket_MB
จังหวัดอำนาจเจริญ,Amnat Charoen,2016Q3,1.14,Ticket_MB
จังหวัดอุดรธานี,Udon Thani,2016Q3,1.24,Ticket_MB
จังหวัดอุตรดิตถ์,Uttaradit,2016Q3,1,Ticket_MB
จังหวัดอุทัยธานี,Uthai Thani,2016Q3,1,Ticket_MB
จังหวัดอุบลราชธานี,Ubon Ratchathani,2016Q3,1.4,Ticket_MB
